patent_id,title,abstract,ipc_codes,cpc_codes,citations,publication_year
101-412-360-813-308,Method and device to control the energy production in a solar thermal power plant,The method involves transporting solar energy with a solar energy yield between a solar array (2) of a solar power station section (8) and a solar power station section (9) by a heat transfer medium e.g. air or water vapor. The section (9) is designed for a maximum permitted energy input. The energy in the section (8) is characterized as excess energy upon exceeding the maximum permitted energy input. A part of flow of the heat transfer medium is bypassed around the station section (9) in the case of excess production of solar energy. An independent claim is also included for a device for regulating solar energy yield in a solar thermal power station.,F03G6/00,F02C1/05; F03G6/067; F03G6/071; F03G6/114; Y02E10/46,cited_by:13 | cites:0,2007
106-747-221-467-843,Simple solar charging umbrella,"The utility model discloses a simple solar charging umbrella. The charging umbrella comprises an umbrella cover, an umbrella handle, a solar absorbing film, an electric energy conversion circuit and a charging battery. The solar absorbing film is arranged on the outer side of the umbrella cover, the electric energy conversion circuit is connected with the solar absorbing film and the charging battery, and the solar energy absorbed by the solar absorbing film is converted into electric energy stored in the charging battery. The simple solar charging umbrella can sufficiently utilize solar energy to store electric energy, charging at any time is facilitated, and energy source is saved. The solar energy is converted into the electric energy in time, so that the simple solar charging umbrella is energy saving, environment friendly and applicable to various people groups. Meanwhile, according to the design of a sun umbrella, size of a common sun umbrella cannot be increased and users can accept easily.",A45B11/00,,cited_by:0 | cites:0,2015
171-174-725-960-06X,Solar energy component and solar energy system that adopts this solar energy component,"The utility model provides a solar energy component and solar energy system that adopts this solar energy component, relates to solar energy power generation technical field. Wherein, solar energy component includes solar energy glass and radiating basal plate, solar energy glass set firmly in radiating basal plate, radiating basal plate is equipped with the heat dissipation channel who buckles and extend, heat dissipation channel has medium inlet and medium export. The beneficial effects of the utility model are that: through set up heat dissipation channel on solar energy component's base plate for coolant can realize the cooling to solar energy component at the heat dissipation channel's that flows through in -process and base plate heat exchange.",H02S40/42,Y02E10/50,cited_by:0 | cites:0,2019
184-152-041-295-032,Solar energy lawn lamp,"The utility model discloses a solar energy lawn lamp, including casing and solar energy module, the top of casing is provided with the recess, and the bottom of recess is provided with a plurality of through -hole, the shape of solar energy module is the same with the shape of recess, and the solar energy module is fixed in the recess, be provided with human induction switch in the solar energy module, the bottom surface of solar energy module is provided with a plurality of lamp, the quantity of lamp is the same with the quantity of through -hole, and the position of lamp is corresponding with the position of through -hole, the utility model discloses solar energy lawn lamp adopts the power supply of solar energy module, need not external power supply line, and not only simple to operate practices thrift the energy consumption moreover, stores the energy through the solar energy module in the daytime, and is luminous during evening, the utility model discloses solar energy lawn lamp adopts human induction switch, has realized intelligent, energy -conservation management, just the utility model discloses solar energy lawn lamp has that outward appearance novelty, color are various, simple structure, simple to operate's characteristics.",F21S9/03; F21V15/02; F21V23/04; F21W131/10,Y02B20/72,cited_by:2 | cites:0,2016
086-040-722-501-39X,Integrated test system for light energy,"The utility model discloses an integrated test system for light energy, and relates to the technical field of solar energy application. The integrated test system for light energy comprises a solar energy collecting assembly, an electric power measuring instrument and a timer. The solar energy collecting assembly includes a solar panel, a controller and an accumulator, wherein the solar panel is connected with the accumulator through the controller and the accumulator is connected with the electric power measuring instrument and the timer. The integrated test system for light energy, by connecting the power energy measuring instrument and the timer to the accumulator of the solar energy collecting assembly, achieves light energy data measurement and collection for solar energy in the process of solar energy collection, so that solar energy lighting intensity data of an installation site of a solar energy lighting engineering is obtained, precision direction data for engineering installation is acquired, and a good foundation for stable operation of a lighting engineering is laid. The integrated test system for light energy has advantages of low cost, short measuring period, and accurate measurement data.",G01J1/42,,cited_by:1 | cites:0,2013
113-628-880-687-163,Solar energy conservation and emission reduction system and method for intelligent copper smelting,"The invention discloses a solar energy conservation and emission reduction system and method for intelligent copper smelting, and relates to the technical field of energy conservation and carbon emission reduction, and the solar energy conservation and emission reduction system comprises a solar energy collection unit, a solar power generation unit, a power storage unit, a battery management unit, a photovoltaic control unit, a conversion unit, a main control unit, a power utilization unit and a lightning protection unit, the solar energy collection unit collects solar radiation energy, the solar power generation unit generates power through the solar radiation energy collected by the solar energy collection unit, and the electric power storage unit is used for storing electric energy generated by the solar power generation unit. The photovoltaic control unit is used for automatically controlling the solar power generation unit to charge the power storage unit and the power storage unit to supply power to the solar power generation unit load; according to the invention, solar energy is fully utilized, the power consumption of a copper smelting plant is reduced, sustainable resources are fully utilized, the energy consumption and the production cost are reduced, and the effects of saving energy and reducing carbon emission are achieved.",H02J7/35; H02H9/04; H02J3/38; H02S40/30; H02S40/38,H02J7/35; H02H9/04; H02J3/381; H02J2101/22; H02J2101/40; H02S40/30; H02S40/38; Y02P10/20,cited_by:0 | cites:0,2022
060-329-407-514-012,SOLAR POWER SYSTEM AND SOLAR ENERGY CHASING METHOD THEREOF,"Disclosed are a solar power system and a solar energy chasing method thereof. According to the present invention, errors may be corrected in the installation area of a solar energy collecting plate with solar cells, particularly, in the installation direction thereof. Therefore, a control angle may be operated and determined, so that the solar cells or the solar energy collecting plate may be rotated precisely in the desired direction. In the case of disposing a plurality of solar energy collecting plates, the solar energy collecting plates may be controlled according to a predetermined rotation angle, thereby increasing solar energy absorbing efficiency.",F24S50/20,H02S20/32; F24S30/425; F24S50/20; F24S2030/136; G01S3/7861; H02S20/00; Y02E10/47; Y02E10/52; H02S40/22; H10F19/00; H02S20/32; F24S30/425; F24S50/20; F24S2030/136; G01S3/7861; H02S20/00; Y02E10/47; Y02E10/50,cited_by:4 | cites:0,2011
051-740-256-142-250,Solar supported micro energy grid,"The invention relates to a solar supported micro energy grid. The solar supported micro energy grid comprises a solar photovoltaic and composite heat collection integrated device part, a solar heat pump heating part, a soil source heat pump heating part, a soil source refrigerating air conditioner part, a solar cross-season energy storage part, an indoor environment energy storage part, a photovoltaic conversion and intelligent control micro grid part and a micro energy grid controller. The solar supported micro energy grid is characterized in that the heating part, the refrigerating part, thesolar cross-season energy storage part and the indoor environment energy cross-season energy storage part share a ground heat exchanger; the solar heating part and the solar cross-season energy storage part share a tubular collector; the heating part and the indoor environment energy cross-season energy storage part share a heat dissipation system; and the micro energy grid controller controls the whole micro energy grid to efficiently absorb solar energy and reasonably distribute energy in the micro energy grid. The solar supported micro energy grid has the beneficial effects that the microenergy grid is formed through the solar energy, soil cold flow, soil stored energy, photovoltaic power generation and the like, and heating, cooling and power supplying in the whole system are achieved.",F24D15/02; F24D15/04; F24D19/00; F25B39/00; F25B41/00; H02J7/35,F24D15/02; F24D15/04; F24D19/00; F25B39/00; F25B41/00; H02J7/35; Y02E10/56,cited_by:6 | cites:0,2019
141-760-015-275-782,Rotational gardening showing stand adopting solar energy,"The invention discloses a rotational gardening showing stand adopting solar energy. The rotational gardening showing stand comprises a first solar energy charging panel, a solar energy charging controller, a solar energy storage battery, a direct-current motor, a rotary rod, a showing stand body and a connection board, wherein the first solar energy charging panel, the solar energy charging controller, the solar energy storage battery and the direct-current motor are sequentially and electrically connected; the first solar energy charging panel is arranged above the solar energy storage battery; the direct-current motor is arranged below the solar energy storage battery; an output shaft of the direct-current motor is connected with one end of the connection board; the showing stand body is fixed at the other end of the connection board; the rotary rod is arranged below the direct-current motor. The motor is driven by solar energy to drive the showing stand body to rotate, the showing effect is vivid, and the showing stand is environment-friendly, energy-saving, solid and durable in structure, ingenious in design and easy to implement.",A47F7/00,A47F7/0078,cited_by:0 | cites:0,2016
068-296-815-971-282,Solar backpack,"The utility model discloses a solar backpack specifically includes the knapsack body a solar energy component is installed to positive, the left surface of knapsack body, right flank detachable respectively, and the 2nd solar energy component, the 3rd solar energy component are still including the USB who has voltage stabilizing circuit, a solar energy component, the 2nd solar energy component, the 3rd solar energy component are established ties by a plurality of battery pieces respectively and form, the 2nd solar energy component, a solar energy component, the mutual series connection of the 3rd solar energy component, series circuit's positive negative terminal connect in USB. This solar backpack adopts portable material to be the backplate to transparent waterproof film is as the front bezel membrane, encapsulates with monocrystalline silicon or polycrystalline silicon cell slice cooperation EVA glued membrane, has that the quality is light, convenient to carry and an advantage such as breakage that is difficult for bumping.",A45F3/04; H01L31/048; H02S40/34,Y02E10/50,cited_by:1 | cites:0,2017
077-200-917-745-689,Automobile energy storage system utilizing solar energy and method thereof,"The invention relates to a renewable energy source technology, in particular to an automobile energy storage system utilizing solar energy and an automobile energy storage method thereof. The automobile energy storage system utilizing the solar energy comprises a solar cell unit, a primary energy storage unit, a secondary energy storage unit and a charging unit, wherein the charging unit is connected between the solar cell unit and the primary energy storage unit and between the solar cell unit and the secondary energy storage unit; and under the control of the charging unit, the solar cell unit can charge the primary and secondary energy storage units, and the secondary energy storage unit can charge the primary energy storage unit. According to the embodiment of the invention, the solar energy is stored in the primary and secondary energy storage units, so that the utilization efficiency of the solar energy is greatly improved. Moreover, redundant solar energy is stored in the primary energy storage unit, so that the phenomenon of deficiency of electric quantity after the long-term idleness of an automobile can be avoided.",H02J15/00; B60L8/00; H02J7/00; H02S10/20,Y02E10/50; Y02E70/30; Y02T10/7072,cited_by:8 | cites:0,2012
135-267-634-531-988,Solar tracking system and method thereof,"A solar tracking system and method thereof are provided. The solar tracking system includes a plurality of solar panels, a sensing unit, a storage unit and a control unit. The sensing unit detects a solar radiation energy. The storage unit stores reference data. The control unit determines if the solar radiation energy is larger than or equal to a threshold radiation energy. When the solar radiation energy is larger than or equal to the threshold radiation energy, the control unit adjusts the elevation and azimuth of the solar panels according to the reference data. When the solar radiation energy is smaller than the threshold radiation energy, the control unit stops adjusting the elevation and azimuth of the solar panels.",F24S50/20,Y02E10/47,cited_by:1 | cites:0,2012
089-599-147-651-012,INTEGRATED ENERGY STORAGE UNIT,"An integrated energy storage unit including at least one battery disposed between a first panel and a second insulating panel, and a housing frame securing the integrated energy storage unit. A method of storing and using solar power by coupling the integrated energy storage unit with a solar device, collecting solar energy, transferring the solar energy to electric energy, storing the electric energy, transforming the energy from DC current to AC current, and powering a device. A method of preventing a solar device from overheating and increasing energy output. A method of protecting a solar device, by moving a film over a solar device upon detection of dust or at a set time, and protecting the solar device from dust.",H01L31/042,H02S40/38; F24S40/40; F24S40/50; H02S30/10; H10F19/80; H10F19/807; Y02E10/50; Y02E70/30; Y02P90/50,cited_by:0 | cites:0,2014
047-015-207-163-69X,Solar energy fan,"The invention discloses a solar energy fan which comprises a fan main body. A solar energy photo voltaic panel is installed at the back of the fan main body. The solar energy photovoltaic panel is in an inner arc shape, and the angle of the photovoltaic panel is adjustable relative to the fan main body. A storage battery is arranged below the fan main body. The problem that in the prior art, a solar energy fan is low in solar energy conversion is solved, and due to the fact that the solar energy photovoltaic panel is arranged to be in the inner arc shape and the angle of the photovoltaic panel is adjustable relative to the level, the solar energy fan can be over against the sun by adjustment of the angle and shone by sunrays directly, and absorbs the solar energy furthest so that the fan can be completely dependent on the solar energy to be supplied with power and energy is saved.",F04D25/08,,cited_by:2 | cites:0,2013
059-982-612-737-73X,INTEGRATED ENERGY STORAGE UNIT,"An integrated energy storage unit including at least one battery disposed between a first panel and a second insulating panel, and a housing frame securing the integrated energy storage unit. A method of storing and using solar power by coupling the integrated energy storage unit with a solar device, collecting solar energy, transferring the solar energy to electric energy, storing the electric energy, transforming the energy from DC current to AC current, and powering a device. A method of preventing a solar device from overheating and increasing energy output. A method of protecting a solar device, by moving a film over a solar device upon detection of dust or at a set time, and protecting the solar device from dust.",H01L31/04,H02S40/38; F24S40/40; F24S40/50; H02S30/10; H10F19/80; H10F19/807; Y02E10/50; Y02E70/30; Y02P90/50,cited_by:7 | cites:0,2014
059-834-754-880-350,Energy -conserving solar energy wall for building,"The utility model relates to a solar energy wall field especially is an energy -conserving solar energy wall for building, including solar energy face wall, fixed plate, cleaning device, solar cell panel and locking device, the solar energy face wall is located the center department of wall body, solar energy wall from interior to exterior is equipped with heat preservation, solar cell panel and protective layer, the four corners and the center department both sides of solar energy wall are equipped with six locking device of group, corresponding every two sets of locking device outer end allis equipped with the fixed plate, and the both sides of every group fixed plate all are equipped with fixing bolt, the solar energy wall divide into first solar energy wall and second solar energy wall through the fixed plate, the left side of first solar energy wall and second solar energy wall all is equipped with cleaning device, and through the cleaning device who sets up, when the solar energy wall used for a long time, dust accumulation layer can be piled in the surface, only needed the round trip movement of pulling handle, got rid of protective layer surface's grieshoch afterwards through the brush hair, easy operation and labour saving and time saving.",E04B2/88; H02S20/22; H02S40/10,Y02B10/10; Y02E10/50,cited_by:2 | cites:0,2018
002-449-537-457-100,Energy-conserving energy storage system of solar energy,"The utility model discloses an energy-conserving energy storage system of solar energy, including solar energy heating the water tank, solar energy heat-retaining constant temperature water tank, solar energy heating the water tank passes through communicating pipe with solar energy heat-retaining constant temperature water tank and is connected, solar energy heating the water tank is through being connected with solar collector A communicating pipe, and solar collector A is two, be equipped with the circulating pump on communicating pipe, solar energy heat-retaining constant temperature water tank is connected with solar collector B through communicating pipe, be equipped with the circulating pump on communicating pipe, all be equipped with the fluid level control line on solar energy heating the water tank and the solar energy heat-retaining constant temperature water tank, solar energy heating the water tank top is equipped with running water moisturizing pipe, and solar energy heat-retaining constant temperature water tank lower extreme is equipped with the hot water delivery pipe the utility model discloses simple structure, reasonable in design has improved the heat preservation effect, can continuously keep warm, can continuously provide hot water in a large number, can satisfy production hot water water demand",F24J2/46,Y02E10/40,cited_by:0 | cites:0,2015
198-191-992-245-823,A solar energy system used for a turret clock,"The utility model relates to a solar energy system, specifically relates to a solar energy system used for a turret clock and belongs to the technical field of solar energy systems. The solar energy system used for the turret clock comprises a solar disk. An output terminal of the solar disk is separately connected to a solar energy voltage-stablizer and an electric power source distribution device. An output terminal of the solar energy voltage-stablizer is connected to the electric power source distribution device. An output terminal of the electric power source distribution device is connected to a load. The solar energy system used for the turret clock of the utility model regards a solar cell panel as a clock face; solar energy is fully utilized and converted into electric energy to supply electric power for the load so as to guarantee power supplied to a system when sudden power-off of commercial power occurs to the turret clock. A detection unit can carry out detection on electric energy of the solar disc and electric energy in commercial power and a cell to realize a function of refined intelligent detection of a system power supply and obtain a clearer understanding of system operation conditions, thereby filling gaps of supplying electric power for the turret clock by solar energy.",H02J7/35; G04C10/02; H02S40/30,Y02E10/50,cited_by:1 | cites:0,2015
025-405-556-570-360,"SOLAR ENERGY COLLECTION, STORAGE AND DISTRIBUTION SYSTEM AND METHOD","A system for collecting, storing and distributing solar energy includes a primary solar energy reflector, a secondary solar energy reflector, a solar energy storage and distribution device and a conveying system that transports heat energy between the storage device and a heat-dependent use application. Also disclosed are methods for collecting, storing and distributing solar energy.",F24S23/30; F24S23/70,F24S10/70; F24S20/20; F24S23/31; F24S23/79; F24S25/10; F24S50/20; F24S60/00; F24S80/65; Y02E10/44; Y02E10/47; F24S10/70; F24S50/20; F24S60/00,cited_by:0 | cites:0,2012
065-069-677-740-427,Solar energy golf cart and cart roof component thereof,"The utility model provides a cart roof component of a solar energy golf cart. The cart roof component of the solar energy golf cart comprises a solar energy layer compressed piece and frames which are arranged on the periphery of the solar energy layer compressed piece. A distance between each point of all the points on the top face of the frames and the bottom face of the solar energy layer compressed piece is less than or equal to a distance between the edge corresponding with the point of the top face of the solar energy layer compressed piece and the bottom face of the solar energy layer compressed piece. The distance between each point of all the points the top face of the frames of the cart roof component of the solar energy golf cart and the bottom face of the solar energy layer compressed piece is less than or equal to the distance between the edge corresponding with the point of the top face of the solar energy layer compressed piece and the bottom face of the solar energy layer compressed piece, namely, the frames are only arranged on the edges of the side face and the bottom face of the solar energy layer compressed piece in a sleeved mode and the top face of the frame is not higher than the edge of the top face of the solar energy layer compressed piece, and therefore the periphery of the solar energy layer compressed piece is not provided with a sheltering protrusion structure. The cart roof component of the solar energy golf cart has the advantages of being in favor of scattering of rain water or dust and then solving the problem of accumulating the rain water or the dust on the periphery of the cart roof component of the solar energy golf cart.",B60L8/00; H02S30/10,Y02E10/50; Y02T10/7072,cited_by:0 | cites:0,2013
170-512-619-463-580,Solar chemical heat storage system for heating,"The utility model relates to a solar chemical heat storage system for heating. The solar chemical heat storage system comprises an energy storage assembly, a storage battery and a boiler body, whereinthe energy storage assembly is used for absorbing solar energy and adjusting the solar energy absorption amount; the storage battery is used for storing solar energy for chemical energy conversion; the energy storage assembly comprises a solar main board and solar auxiliary boards movably arranged on the two sides of the solar main board, the solar auxiliary boards are rotationally stored at thebottom of the solar main board through fixing pieces, and the solar auxiliary boards are rotationally supported on the two sides of the solar main board through locking pieces to form the same horizontal plane with the solar main board. Briefly speaking, according to the technical scheme, a coherent and compact structure is adopted; the problems that when traditional solar chemical energy storageis applied to a heating system, incrustation is likely to be generated, and high-temperature steam cannot be greatly generated are solved, and the problem that when traditional solar chemical energy storage is applied to the heating system, the solar energy absorption amount cannot be adjusted according to the real-time situation requirement is further solved.",F24D15/02; F24S60/20,Y02E10/40,cited_by:1 | cites:0,2020
090-944-462-920-593,Solar energy automatically tracking device and control system thereof,"The invention discloses a solar energy automatically tracking device and a control system of the solar energy automatically tracking device. The solar energy automatically tracking device comprises a base, a solar energy receiving plate bracket, a photosensitive sensor and a control unit. The photosensitive sensor is arranged on the solar energy receiving plate bracket and connected with the control unit, a set of hydraulic cylinders are arranged on the base, and push rods of the hydraulic cylinders are connected with the solar energy receiving plate bracket through spherical hinges. Sliding chutes are formed in the solar energy receiving plate bracket, shafts which are hinged to solar energy receiving plates are arranged in the sliding chutes, and the control unit is connected with controllers of the hydraulic cylinders and controls the stroke of the push rods of the hydraulic cylinders. Hydraulic control is adopted, the solar energy receiving plates can be made large, and stability of the system is good. The solar energy receiving plates can be folded, in strong breeze and other severe weather, the solar energy receiving plates are folded under the control of the control unit, therefore, external force acted on a photovoltaic system is reduced, and stability of the system is improved. The solar energy receiving plates are always perpendicular to sunlight, so that the utilization rate of solar energy is increased.",G05D3/12,,cited_by:17 | cites:0,2013
171-231-428-651-162,Agricultural solar air conditioning system,"The invention relates to an agricultural solar air conditioning system, and belongs to the field of new energy application. The agricultural solar air conditioning system comprises a solar power generation system and an air conditioning system. Solar energy can be converted into electric energy by solar cell panels in the solar power generation system, and the electric energy can be stored in storage cells; the electric energy stored in the storage cells can participate in air conditioning refrigeration procedures in the air conditioning system, and accordingly a greenhouse can be cooled. Theagricultural solar air conditioning system has the advantages that the agricultural solar air conditioning system is provided with the bent solar cell panels, accordingly, the utilization rate of solar energy can be increased, the illumination angles can be enlarged, and light energy absorbed by the solar cell panels can be maximized; the sugar contents of fruits planted in the greenhouse can be increased by the aid of the agricultural solar air conditioning system, the utilization rate of the solar energy further can be increased, and consumption of fossil energy and emission of greenhouse gas such as CO2 can be reduced.",A01G9/24; H02J7/35,A01G9/243; A01G9/246; H02J7/35; Y02A40/25; Y02P60/12,cited_by:3 | cites:0,2018
173-998-244-609-871,Photovoltaic bracket equipped with solar energy storage device,"The invention discloses a photovoltaic bracket equipped with a solar energy storage device. The photovoltaic bracket comprises a plurality of supporting legs, a fixing frame, a solar energy absorbing panel, a mounting plate and a solar energy storage, wherein the supporting pins are connected to the fixing frame in a crossed manner, the solar energy absorbing panel is arranged on the surface of the fixing frame by the mounting plate, and the solar energy storage is connected with the solar energy absorbing panel. By adoption of the manner, the photovoltaic bracket equipped with the solar energy storage device is simple in structure, easy to install and stable in arrangement; when the photovoltaic bracket is used together with photovoltaic apparatuses, the solar energy storage device helps the storing of the solar energy, and an emerging technology is adopted, so that the photovoltaic bracket is more effective, faster and more convenient for resource utilization.",H02S20/00; H02S40/44,Y02E10/50; Y02E10/60,cited_by:0 | cites:0,2014
190-627-578-429-33X,"SOLAR ENERGY WATER HEATING SYSTEM, NETWORK AND METHOD","In one aspect, the invention is directed to a solar energy water heating system for heating water in a water storage tank. In one particular embodiment, the system includes a controller, a solar energy collector whose energy contribution to water in the tank is controlled by the controller, and a non-solar heating system that is not controlled by the controller. Water in the tank may be heated by one or both of the non-solar heating system and energy from the solar energy collector. The controller can determine the amount of energy contributed by solar energy to the water in the tank. In another embodiment, the solar energy water heating system incorporates a controller that controls both the operation of the pump and the operation of the non-solar heating system. In another embodiment, a network of solar energy water heating systems is provided.",F24H1/18; F24H9/12; F24H9/14; F24H9/20; F24J2/46,F24D11/003; F24D11/004; F24D12/02; F24D2200/14; F24D2220/06; F24D2220/08; F24H15/144; F24H15/174; F24H15/20; F24H15/215; F24H15/219; F24H15/223; F24H15/238; F24H15/269; F24H15/31; F24H15/335; F24H15/37; F24H15/395; F24H15/421; F24H15/443; F24H15/464; Y02B10/20; Y02B10/70; Y02B30/00; F24H15/219; F24H15/144; F24H15/174; F24H15/20; F24H15/215; F24H15/223; F24H15/238; F24H15/269; F24H15/31; F24H15/335; F24H15/37; F24H15/395; F24H15/421; F24H15/443; F24H15/464,cited_by:1 | cites:0,2010
080-185-973-084-825,DEVICE FOR UTILIZATION OF SOLAR ENERGY,"The invention relates to the device for utilisation of solar energy, especially for its conversion into heat or electric energy, comprising an absorber (A) of solar energy and in front of it arranged optical means (OM) for concentration of solar energy, which comprises a system of side by side arranged optical converging lenses (1), whereas the optical means (OM) for concentration of solar energy is arranged reversibly adjustably between the position in front of absorber (A) of solar energy and outside absorber (A) of solar energy.",F24J2/40; F24S23/30,F24S23/30; F24S50/80; Y02B10/20; Y02E10/40,cited_by:1 | cites:0,2012
138-478-726-130-013,Novel solar water heater,"The utility model relates to the field of solar energy technology, concretely relates to novel solar water heater, the utility model discloses a: the solar energy collector, the solar energy collector is hollow hemisphere, there is solar cell in the outside of solar energy collector complete cover on the surface, it is the electric energy that solar cell is used for the solar energy conversion who gathers, and it is connected with the controller, the circuit output of controller is connected with the electrothermal tube, and it is arranged in acquireing the electric energy from solar cell to the control electrothermal tube heats, the electrothermal tube sets up among heating the water tank, be equipped with delivery pipe and outlet pipe among the heating the water tank, heating the water tank sets up in the hollow cavity of solar energy collector, and is provided with the heat preservation between the inside wall of heating the water tank and solar energy collector. The utility model discloses an it is great that the angle is gathered to solar energy, and its collection does not receive the influence of sun angle, can effectual the heating, satisfy user's use needs.",F24J2/00; F24H1/20; F24H9/20; F24J2/04; F24J2/40,Y02E10/44,cited_by:1 | cites:0,2016
028-998-690-069-521,ALTERNATING CURRENT SOLAR MODULE AND ELECTRICAL ENERGY DISPATCHING METHOD,"An alternating current solar module (100) and an electrical energy dispatching method. The alternating current solar module includes a solar cell module (110), an inverter (120) and an energy storage element (130). The inverter comprises an electrical energy conversion unit (122) and a micro control unit (128). The solar cell module is used for converting solar energy to generate electrical energy. The electrical energy conversion unit is used for converting the electrical energy. The micro control unit is used for controlling the inverter to transmit the electrical energy provided by the solar cell module after being converted to the energy storage element to be stored and controlling the energy storage element to provide the electrical energy stored in the energy storage element. The alternating current solar module and electrical energy dispatching method can effectively dispatch the total power provided by the solar cell module, and the redundant electrical energy can be stored in the energy storage element.",H02J7/35; H02J15/00; H02S10/20; H02S40/32,H02J7/35; H02S10/10; H02S40/32; Y02E10/56; Y02E70/30; H02J7/35; H02S10/10; H02S40/32; Y02E10/56,cited_by:0 | cites:0,2013
130-403-292-810-064,Solar energy condensing boiler control system,"The utility model discloses a solar energy condensing boiler control system which comprises a boiler control system and a solar energy control system. The boiler control system comprises a boiler detection transduction module, a boiler real-time processing module, a combustion automatic regulation module and a boiler display module. The solar energy control system comprises a solar energy detection transduction module, a solar energy real-time processing module, a solar energy temperature difference circulation control module and a solar energy system failure memory module. The solar energy condensing boiler control system also comprises a boiler self-detection module for detecting whether the components of the boiler system can normally operate, and a solar energy failure memory and readout module for recording the recently occurred failures of the solar energy system and reading out through computer software. The solar energy condensing boiler control system can real-time monitor a solar energy condensing boiler and provide optimization guide, and can improve the operating efficiency of the boiler, so as to achieve the purpose of saving fuel. The solar energy condensing boiler control system has compact structure, convenient operation, and good safety and reliability.",F24H9/20; F24J2/40; G05B19/418,Y02E10/40; Y02P90/02,cited_by:2 | cites:0,2009
021-948-707-974-692,Wind-solar complementary solar air conditioner device,"The invention belongs to solar air conditioners and particularly relates to a wind-solar complementary solar air conditioner device. The wind-solar complementary solar air conditioner device is composed of a solar battery panel, a wind driven generator, a solar thermal collector, a wind-driven heating machine, a wind-driven refrigerating machine, an electric energy inversion controller, a low-temperature air-source heat pump, a thermal energy storage device, an absorption type refrigerating machine, a cold energy storage device, an electric energy storage device and a terminal wind disk. The wind-solar complementary solar air conditioner device is characterized in that the solar thermal collector, the wind-driven heating machine and the low-temperature air source heat pump are connected with the thermal energy storage device, the thermal energy storage device and the absorption type refrigerating machine are connected with the cold energy storage device, the thermal energy storage device is connected with the terminal wind disk, the wind-driven refrigerating machine and the cold energy storage device are connected with the terminal wind disk. The wind-solar complementary solar air conditioner device has the beneficial effects that wind energy and solar energy directly supply a cold source and a heat source for the terminal wind disk, complementation of the wind energy, the solar energy and the air energy is achieved, the energy conversion efficiency is improved, cost is reduced, and energy conservation and environmental protection are achieved.",F24F5/00,F24F5/0014; F24F5/0017; F24F5/0046; F24F2005/0064; Y02E60/14,cited_by:0 | cites:0,2017
159-206-812-180-298,Edible mushroom culture medium cooling chamber,"The utility model discloses an edible mushroom culture medium cooling chamber, its structure includes solar panel, control box, the cooling chamber, the cooling door, solar panel is connected with the cooling chamber, control box is connected with the cooling chamber, cooling door swing joint in cooling chamber front side, solar panel comprises solar energy group's frame and solar energy group board, solar energy group frame is connected with solar energy group board, solar energy group board is equipped with low indisputable toughened glass, the glued membrane layer, solar energy chip, the notacoria layer, the solar energy bottom plate, low indisputable toughened glass is connected with the glued membrane layer, the glued membrane layer is connected with solar energy chip, solar energy chip is connected with the notacoria layer, the notacoria layer is connected with the solar energy bottom plate, the cooling door is equipped with the handrail, visual board, the door plant, the handrail is connected in the door plant front side, visual board is connected with the door plant. The beneficial effects of the utility model are that solar panel is connected with the cooling chamber, and the cooling chamber power consumption is big, has adopted solar design, has accomplished effective energy -conservation.",F25D31/00,Y02P60/12,cited_by:0 | cites:0,2017
179-244-816-714-317,Fluidized bed direct salt dissolving system utilizing solar energy and working method of fluidized bed direct salt dissolving system,"The invention discloses a fluidized bed direct salt dissolving system utilizing solar energy and a working method thereof. During illumination, a solar heat collection mirror field gathers most of solar energy into a solar fluidized bed through tracking regulation for direct salt dissolving, and gathers a small part of solar energy into a heat accumulator and converts the solar energy into heat energy to be stored in a heat storage material; and in the non-illumination period, the heat energy stored in the heat storage material is utilized to preheat the gas, and an electric heating device in the solar fluidized bed is started to realize continuous salt dissolving. According to the invention, the fluidized molten salt particles are directly heated by solar energy to dissolve the salt, the energy transmission link is simplified, the energy transmission efficiency is improved, and the efficient utilization of the solar energy is realized.",F24S20/40; F24S60/30; F28D13/00,F24S20/40; F24S60/30; F28D13/00,cited_by:2 | cites:0,2024
093-817-683-081-065,Solar energy water pump,"A solar energy water pump comprises a solar energy cell panel and a water pump connected with the solar energy cell panel. A solar energy controller is arranged between the solar energy cell panel and the water pump, and further connected with an energy storage machine. The solar energy controller comprises a charge controller for connecting the solar energy cell panel with the energy storage machine and an electric discharge controller for connecting the energy storage machine with the water pump. The electric discharge controller comprises an electric discharge ending machine, an inverter and a frequency changer. The water pump comprises water leaves and a variable frequency motor for driving the water leaves. Therefore, the solar energy water pump has the advantages that consumption is low, endurance time is long, solar energy cell panel power is low, initial cost investment is low, structure is reasonable, installing is simple, waterproof effect of an electrical part is good, and service life is long.",F04D13/06; H02J7/00; H02S10/20,Y02E10/50; Y02E70/30,cited_by:1 | cites:0,2013
